maxtemp,10u,10v,msl,msnlwrf,r,ssr
31,-1.620646446,-2.899075385,101430.6226,-59.91007452,81.41174372,644268.291
30.99,-1.366950646,-4.43394829,101553.5011,-47.89311963,85.04542448,639382.6298
30.55,-1.82176575,-3.226706494,101481.7078,-32.57519123,89.29161513,442099.9647
30.64,-3.207899204,-2.730460703,101499.915,-36.44243707,82.58731342,398332.2337
29.62,-2.762149013,-3.17198046,101584.5876,-35.12814867,75.81600857,523061.1536
29.15,-1.714650948,-2.152193456,101533.506,-28.47483929,89.9453091,289714.2636
28.52,-1.472360703,-3.366809072,101476.498,-44.76332337,85.09336722,600473.3244
29.62,-2.21029875,-3.903598582,101421.8621,-43.5691255,89.36484208,531751.4292
28.92,-3.237421055,-3.890915612,101411.4265,-44.50660344,77.81666999,508460.7363
29.12,-3.290985221,-3.045961878,101427.3101,-31.55024107,84.62575528,417275.6938
28.57,-1.959457721,-2.541359091,101392.7033,-30.67083291,89.02593647,335551.9059
27.79,-1.727098292,-2.256078289,101376.3862,-37.71326501,90.75605689,485444.4952
28.38,-1.73540554,-2.342044739,101313.6471,-41.71043282,89.75572618,531632.0112
29.53,-2.056195227,-2.39851591,101307.418,-45.97010915,85.6155347,547256.9089
29.72,-2.385941589,-2.679372421,101366.6976,-46.2995082,80.59219508,522334.1706
29.72,-1.582235568,-2.463847954,101422.4927,-50.35502144,84.31553753,539442.3651
29.83,-1.489313444,-3.174389241,101420.0992,-65.67919785,79.6640216,679421.1683
29.72,-1.654457219,-2.714582411,101368.7346,-61.87259451,76.67217068,685172.086
29.71,-1.584386794,-2.39647582,101304.2166,-66.61520568,74.58622369,669930.5828
29.68,-1.780933052,-1.757755539,101338.0046,-73.26778,75.00394795,718726.4385
29.9,-1.684642027,-2.547909501,101477.0391,-64.86034031,75.00453143,663691.518
29.5,-2.634049614,-3.084502376,101492.9316,-53.0006884,77.06271442,643109.7274
29.62,-2.906592315,-2.9402213,101463.2766,-51.78691954,80.24473174,561622.6804
30,-3.119928957,-3.309280987,101513.5843,-61.65051432,61.99614782,695714.3876
28.55,-1.73639321,-3.124308714,101537.6731,-62.14925296,67.32839237,609649.6521
29.04,-1.822320469,-2.995586398,101440.1409,-62.90241445,70.29213892,556079.1728
29.5,-2.063636574,-3.009375441,101363.5714,-69.5469031,69.62035702,704004.5083
29.52,-2.166827756,-2.374723051,101422.55,-63.00899824,62.62212642,673599.0188
29.54,-1.998233902,-2.574651888,101400.2958,-58.26114977,65.29413213,590048.3457
29.74,-1.489313444,-2.269732145,101343.1123,-80.07554399,64.90373426,689110.7837
29.59,-1.182973499,-0.953701926,101288.5677,-85.85670393,68.98907847,745501.2029
29.37,-1.868889768,-0.244168394,101232.889,-80.79654658,71.61766342,746578.0597
29.41,-1.662588582,-0.172986453,101231.2964,-78.28236359,64.15230711,714806.5963
29.61,-1.688065046,-0.126691153,101247.137,-80.70861496,64.91866167,737060.2385
29.72,-2.42566485,-1.356103568,101322.4936,-60.31068256,63.52253589,617770.0736
29.82,-2.712900828,-1.88178319,101360.112,-70.66538973,61.69293185,707643.6136
29.98,-2.96310596,-2.037665743,101418.1787,-70.06613156,64.09809194,738811.702
29.99,-3.208629809,-2.396143998,101488.1447,-67.24368251,64.41448488,663888.4529
29.66,-2.804943521,-2.158842183,101476.6002,-63.03334713,70.85417764,692907.0179
29.65,-2.350128417,-2.372695251,101409.9574,-67.61314236,71.96289008,601043.1785
29.36,-2.132638151,-1.867342792,101324.4177,-70.49035342,66.93459086,663959.6847
29.17,-2.71426733,-1.773560093,101356.3498,-73.8336848,63.54709074,738323.5549
29.23,-2.669362186,-2.11722926,101444.4083,-59.40104504,60.98570343,541677.7856
29.48,-2.4955188,-2.051589973,101498.2937,-59.08983875,62.34346529,603282.7892
29.57,-1.991171388,-1.926984706,101501.8355,-52.04125051,64.57144145,525185.5363
29.41,-2.698045195,-1.229323024,101512.5237,-50.32258689,64.48080729,489508.8961
29.94,-2.932772326,-1.199090363,101484.7175,-50.72347058,59.24294091,500181.0909
29.96,-2.450694834,-1.34333457,101535.0825,-75.7666186,63.86892951,715497.9634
30,-2.552803639,-1.651806036,101597.8251,-68.12391761,64.25961912,686538.0599
29.7,-2.3694218,-2.063805934,101655.6482,-72.63764927,66.61639885,692643.0413
29.81,-1.834307801,-1.736260854,101624.8179,-82.65882268,67.92976748,743494.1432
30.15,-1.327592688,-1.3355429,101580.6659,-78.2221805,68.17619124,721984.2444
30.08,-1.404509152,-0.998448723,101440.0603,-82.02033065,71.86481653,781299.3562
30.6,-1.245074919,0.624381564,101246.4669,-82.7293885,73.10821598,782041.0046
30.29,-1.237647102,0.17902742,101275.1724,-80.7215704,74.33688252,790693.5694
30.61,-2.221717835,-0.832205953,101349.5402,-68.354451,71.71486174,723090.4319
30.44,-2.100342707,-1.439894742,101261.3527,-87.4233019,69.15371755,768418.9766
30.51,-1.050936951,0.428717252,101160.397,-98.62755538,66.47077155,820906.3139
30.53,-0.516715915,1.263458246,101011.6328,-104.7394926,66.85898136,842581.7218
30.7,-0.066176203,2.433880102,100931.43,-91.98380179,70.62589044,826845.7863
31.69,-1.334817559,1.92578704,101024.2254,-88.73235299,71.59325443,826583.9048
31.64,-1.232762873,1.871908996,101229.856,-85.69857402,73.53726951,811528.8612
30.88,-1.727314767,1.636512085,101314.5268,-80.69676211,73.48261673,799991.41
31.04,-1.849934629,1.867374097,101311.981,-84.32235676,68.31296907,769831.0416
30.34,-2.243243621,1.52860852,101288.4279,-74.60935752,72.05153067,694643.8161
31.05,-2.300785525,0.587782838,101305.8343,-73.23672369,70.05791965,646753.0227
30.78,-1.903471736,0.538513431,101266.4943,-81.19127414,72.73940694,767252.0326
30.59,-1.811388454,0.404875235,101243.8244,-92.47298464,72.75992605,843537.0654
31.18,-1.668189886,0.328273535,101300.4813,-84.96535104,72.77689564,842183.6619
31.09,-2.163066494,-0.322527521,101413.0353,-74.11631561,69.39751564,755645.4447
31.1,-1.835647244,0.16675001,101405.0487,-76.64097321,70.03934548,748650.0661
31.1,-2.476820726,0.424895156,101329.6167,-76.49745263,71.15462208,796670.7526
30.92,-2.25588038,-0.175714766,101491.6758,-81.4129868,69.92916469,803963.6286
31.47,-2.441914045,-0.740746007,101445.0909,-82.80307833,68.68853678,806433.6949
30.82,-2.291111774,-0.392197829,101360.5867,-80.81290167,73.31860975,845912.8543
31.07,-1.640575725,0.935876296,101340.9248,-90.79502499,70.91471387,835957.1674
31.48,-1.566757567,1.717218544,101279.757,-91.42589078,71.95870846,842223.4678
31.17,-1.562170992,2.055885803,101249.6738,-87.7924861,72.96395014,868847.3884
31.6,-0.999483422,2.508773532,101304.9439,-84.73886049,75.29987041,833403.299
31.89,-1.115067829,2.034575464,101317.4183,-89.22043325,76.80724669,876085.7931
32.13,-1.607427909,0.818890644,101376.5438,-85.27527098,76.97961691,816741.3505
31.89,-1.859405434,0.214003906,101456.7233,-80.68628749,74.1879002,832992.6688
31.57,-1.874085181,-0.552381777,101523.8497,-79.25604327,73.85983763,857471.2562
31.78,-0.984465432,0.981544821,101433.2346,-83.68983709,73.13909189,871700.8493
32.46,-0.571091864,1.991610673,101215.7997,-93.46531648,71.86321196,862392.5333
32.26,-0.250099231,2.972033769,101098.2814,-99.28488335,74.34894114,909987.9244
33.26,-0.749548885,2.989841544,101015.7246,-96.00724801,73.97108813,908246.9361
33.73,-0.728672525,2.642657523,101123.0044,-90.47334409,77.54914364,898104.7894
33.44,-0.349447973,2.98342632,100944.5153,-86.79611142,78.64244244,877522.9988
32.33,-0.147760421,3.375135924,100802.1343,-95.23975284,77.85143578,899125.0798
33.46,-0.091192657,4.276609988,100867.815,-96.71970552,70.87430776,892806.403
32.81,-0.661781584,4.080331191,100919.7583,-83.98027792,74.89396165,916411.3537
33.28,-0.567858261,3.449931037,100963.586,-64.97822566,77.14872934,767344.2149
33.77,-0.787256217,2.889053715,101129.6724,-83.61302326,80.81756488,889410.3236
33.47,-0.594701227,2.604756088,101115.6556,-87.66155342,79.73112199,887036.6298
33.11,0.114634989,3.530993898,100915.7865,-91.8672028,76.06996897,912464.2757
34.19,-0.343738431,3.750979525,100903.5826,-89.87197261,80.23379146,929597.6108
33.82,0.165750276,4.916768164,100885.7785,-88.48822098,79.85788339,919197.7728
34.4,-0.051036445,3.813386621,100872.5679,-77.68825085,76.13813908,896437.128
35.37,-1.137053626,4.116131087,100845.2562,-66.23086085,73.59600666,854682.7421
33.85,-1.943790305,3.31716541,100968.0021,-60.30195372,77.00003876,812767.037
33.85,-2.466389311,3.240735766,101090.0189,-65.0365711,79.24362306,842581.7218
33.49,-2.609763765,1.544683448,101184.7097,-68.71720342,78.15897924,778169.3485
33.52,-2.770916272,-1.238024132,101269.6277,-83.33820246,72.19521303,911056.4008
33.3,-2.78803137,-1.906178244,101345.8389,-76.25901733,69.31135484,895345.606
32.95,-1.804542415,-0.135773241,101334.7494,-82.03034584,70.37990429,909493.492
33.18,-1.311451731,1.178597868,101235.9883,-89.12643737,74.42951024,936580.4191
33.88,-1.274353235,1.736193841,101323.7047,-87.82675829,75.57726732,916084.5256
33.32,-0.852374781,2.112615058,101271.7918,-90.71508714,77.4160612,911169.5336
33.14,-0.648684814,2.547891647,101204.3268,-93.26243975,77.55118583,932279.2774
33.66,-0.509775168,2.719492726,101232.5594,-91.1340717,73.82716265,945212.0333
33.76,-0.335147058,2.439029486,101297.1777,-94.7173085,71.33997476,939161.5232
33.59,-0.100609343,2.946655538,101182.1406,-105.6959903,64.57586618,979497.559
34.17,0.130978892,3.278637201,101045.9153,-105.4742776,65.12511694,983497.0132
35.16,-0.349258557,3.366582293,101095.1176,-103.4931973,69.76831825,980980.8558
35.1,-0.862021456,3.789802687,101136.0162,-101.93395,70.55417082,974375.157
33.92,-0.66635463,2.813963649,101188.5418,-100.8498274,69.54713007,972292.6752
33.59,-1.391195907,2.086991034,101214.9953,-85.55872873,74.60017863,957122.4038
33.51,-2.039513081,2.382029858,101274.8733,-66.01319102,75.04576414,841976.2517
34.05,-1.523245984,2.645434995,101135.3193,-56.81758258,80.42882021,815968.2764
34.5,-1.273676749,3.045784257,101033.8387,-62.61785411,80.48259777,890937.6166
34.52,-1.193445504,3.850046795,101101.5563,-65.73028457,80.19148904,867489.7948
34.42,-1.745228118,3.121968107,101118.9072,-60.32768084,80.5516431,807506.3615
34.7,-1.584887394,2.696252904,100985.3297,-70.34361694,77.71728361,889137.9669
34.56,-1.988925454,1.78986296,100918.2462,-68.41840128,78.41002223,851561.1145
34.37,-2.084134101,1.269467909,100962.3785,-62.71561717,77.09563251,793704.159
33.89,-2.442198169,1.335709392,101007.1056,-54.33243449,79.42085561,755555.3574
33.95,-2.806567068,0.953155614,101004.7175,-56.71715492,78.52034889,910960.0284
33.66,-1.689648024,1.193923124,100929.7568,-57.71922632,78.58326767,811269.0748
33.82,-0.740903393,2.929683463,100817.3156,-56.98094981,80.75761214,729582.9979
34.79,-0.235920084,3.529297919,100678.5427,-71.09889173,79.73063576,890242.0594
35.59,-0.350340935,4.422722229,100491.2859,-76.5941131,79.12080016,938049.0506
36.6,-0.749264761,4.12377528,100528.168,-69.5674848,80.31523578,911511.0271
35.53,-0.884480793,3.652649636,100584.3715,-72.05584879,80.6697009,915240.2196
35.12,-0.37335499,4.062154725,100618.3763,-80.07701411,78.12197678,937028.7603
35.79,-0.44467015,3.632371632,100651.2095,-73.57080874,79.60134595,936176.0741
36.03,-0.91275791,3.390879029,100679.1357,-72.64058952,80.70825931,958102.8881
36.47,-0.99279974,2.234750095,100793.8342,-63.37625291,81.29018504,884568.6586
35.35,-0.807834923,2.823586484,100770.6412,-60.38143215,76.94076675,820191.9012
34.27,-0.522574284,3.192756778,100832.866,-53.77130758,77.72914774,610282.3577
33.71,-0.361151182,3.472875907,100934.1585,-57.01310871,79.01348816,844634.8726
34.98,-0.413064722,3.675975487,101010.2049,-59.64508517,80.26481324,893682.1348
36.14,-0.383421103,4.337591479,100858.5474,-64.298754,78.53615152,894553.6764
36.8,-0.679194335,4.825369666,100723.3934,-67.89173034,80.68812919,957794.9155
37.19,-1.070744463,4.128383918,100650.7867,-68.25843371,83.57456442,952460.9132
36.73,-0.360515285,4.362342934,100659.1316,-73.60011928,79.55247935,938273.2211
37.35,-1.031697688,3.596276783,100686.6135,-68.78473712,81.9519505,950217.1125
38.34,-1.371009563,3.841210501,100749.8828,-67.6403396,80.40548094,954581.1058
37.24,-1.772869338,3.577879102,100801.733,-61.96346638,81.41587671,895471.3091
35.62,-1.241503073,3.423053464,100833.4697,-60.42103354,81.89627663,856754.7485
36.39,-1.488244596,3.143499661,100797.2416,-68.60437162,80.35583638,922489.0995
36.47,-1.62967077,3.02929148,100828.638,-65.80186109,78.58657406,913057.1754
36.4,-1.551333685,2.655807502,100877.7991,-52.68599057,77.98451822,820529.2046
35.27,-1.012566662,2.685487127,100906.1624,-46.89408036,80.28576995,678436.4939
35.5,-0.562256956,3.830543042,100787.7072,-52.63563891,78.64779102,727429.2845
35.7,-0.109890732,4.972452794,100691.6584,-56.85883786,75.49509365,844632.7777
37.27,-0.380444564,5.122755823,100661.5519,-63.88225027,76.5539184,936037.8007
38.62,-0.689558101,4.221072834,100662.7541,-64.9511203,79.23428735,952144.5604
38.97,-0.803857185,5.30303343,100595.7154,-65.08995488,78.30553039,943142.1219
37.31,-0.633260932,5.072048521,100728.1642,-70.26202521,78.64959008,940699.2913
37.32,-1.078226399,4.031012626,100768.95,-70.23510362,81.69740662,945132.4213
37.59,-0.669655882,4.542841756,100696.7768,-74.17410975,80.36035836,955291.3284
37.9,-0.842349242,4.66631637,100601.5432,-70.77932413,76.11776585,955905.1786
38.13,-1.035228945,4.473515559,100565.3993,-64.89746088,78.60354366,918500.1205
37.44,-1.405415643,3.613420914,100669.9219,-63.2027786,78.56629808,925392.8416
36.82,-1.13538947,3.264712971,100759.1145,-69.44316767,78.14244726,865245.9941
37.24,-0.825504739,3.784247742,100766.9936,-76.9115674,78.34442917,925736.4301
36.72,-0.279512845,4.506329058,100576.2506,-72.31063918,74.56040463,923218.1776
38.6,0.378802793,4.212470044,100406.1207,-65.13396663,70.12429069,932876.3672
40.01,1.116781429,3.159857252,100423.5056,-62.17194795,63.31306597,907777.6445
40.66,1.64835064,3.91867248,100388.5745,-65.23724265,60.9676155,929830.1616
41.68,1.157695306,2.873470376,100283.9623,-69.75621162,59.59234919,939459.0205
41.66,1.300217387,3.165510513,100156.1392,-71.58844211,55.01814459,918573.4473
43.08,1.506586223,1.983978769,100154.9031,-69.55875596,52.2011923,854906.9126
43,1.255664016,3.24674543,100124.0155,-80.54396137,54.78134827,904375.2801
43.73,1.524215449,1.590683794,100163.669,-82.85535951,50.10236009,906097.4127
43.39,1.048523986,2.586235511,100329.1248,-78.46943652,53.12703185,892362.2519
42.66,-0.464680608,1.66088256,100315.9033,-73.37436379,58.93403599,855466.2915
43.18,-0.996439235,2.486013008,100232.7285,-56.04916858,69.42668972,594586.2284
41,0.844834036,1.325582679,100354.5554,-48.42998954,77.71334511,747478.932
38.53,-0.066730922,1.588766601,100488.3891,-41.58887217,70.33108632,668736.4032
37.44,1.054991193,2.755919397,100388.0801,-40.69705986,75.6886637,628685.2944
36.26,2.620393451,2.927434448,100408.9047,-34.34494158,79.64029335,571364.6721
33.05,2.134730583,3.007809085,100456.2259,-33.91355287,75.62890545,430635.8403
35.22,1.380286277,3.032339326,100520.9356,-39.80827968,76.96575921,609492.5232
35.08,2.668829852,3.006739881,100457.0446,-42.4230741,66.37031546,719639.8812
36.01,1.370328402,3.210171283,100431.5406,-37.6642916,73.04816599,487032.5446
37.23,1.229984605,3.062338483,100418.9157,-45.31186236,70.46246695,819676.5184
37.67,1.507763309,2.91589442,100489.7506,-49.59368239,68.7699811,837608.0684
37.82,1.626324255,3.198963077,100402.38,-47.29229945,67.19375397,800448.1313
38.1,1.671310577,2.703430096,100434.1383,-44.76984703,67.30709529,736238.9781
38.68,1.342944247,1.86315873,100464.5672,-46.24125464,66.17470322,605298.2291
39.2,0.008507857,1.225065224,100350.0766,-46.59068408,69.90704101,808966.6127
38.81,1.960819549,0.897765937,100311.4622,-33.08771226,75.35024432,468409.6275
36.5,2.98083875,0.973470488,100388.4043,-32.20426126,68.33018178,432785.3637
36.55,0.983418969,1.698587359,100481.6386,-41.53411015,70.26772994,698469.381
36.62,0.99060325,1.78697488,100492.3304,-42.87219614,69.58612609,714624.3268
37.25,3.073909701,1.933123991,100375.1973,-35.03433656,61.2797782,454251.2662
36.42,2.383339208,1.54089822,100298.3626,-40.33035649,62.58259553,614642.161
36.95,2.544397008,2.275146338,100337.8745,-41.78219311,60.52057129,736766.9312
37.69,2.652837722,2.193628759,100376.6806,-43.58263224,60.03739984,617759.5983
37.23,3.508254337,2.150762286,100329.5153,-44.87165293,55.15010869,539136.4875
38.27,3.845347337,1.500268473,100328.65,-41.70813575,52.14250377,619812.7493
37.73,4.242065819,1.975941306,100365.6019,-47.58329158,52.40555676,603465.0587
36.52,4.326978348,1.260729933,100386.7598,-47.34283487,48.7049701,575801.9922
37.79,3.313751067,1.785278902,100562.9127,-57.05151563,51.74573623,762582.1618
38.17,2.19892911,1.288922504,100612.862,-66.77480572,55.6037657,814158.1516
38.79,2.264575316,1.487364288,100500.0572,-60.11846421,55.46810621,819946.7802
38.34,3.681191231,0.944933805,100479.6106,-49.16367193,52.81798106,613942.4136
36.35,3.551346498,1.701782681,100461.7026,-49.59561193,50.48424884,656807.1772
36.61,3.120695477,2.028934491,100383.5887,-52.2011262,48.29842924,596214.0837
38.52,3.183283966,1.889409529,100282.685,-51.400002,53.60091622,636325.9489
37.67,4.19011169,2.293986448,100301.5174,-45.12129789,50.47583699,566514.6267
35.88,4.365429815,2.729631729,100340.9667,-35.42575635,60.39502548,374102.9575
35.78,4.008407536,3.036714459,100397.1846,-39.46932485,60.64456114,563487.2766
35.86,3.899642108,2.942612227,100502.4328,-51.59580377,52.17649158,743567.4699
36.99,3.756822372,0.769412312,100556.8143,-54.31672257,47.02099336,742547.1796
37.6,3.673438701,0.30391535,100529.6531,-58.38693702,45.18754806,735222.8779
38.67,3.895975554,0.535551613,100511.0052,-57.51092852,49.17112333,755132.1569
37.76,3.615517966,1.188208414,100424.6217,-50.27471606,51.19021305,691683.5076
36.81,4.346853508,1.176926469,100420.6553,-50.50304427,49.33192116,652202.2529
37.26,3.504249539,1.444460946,100505.4013,-49.78332804,56.13186524,613869.0868
36.04,2.797402792,1.209064034,100523.6354,-51.14355772,59.10630895,652011.6032
37.78,1.823993479,2.236691867,100543.2633,-52.14516971,62.08935902,757958.382
37.2,1.088396074,2.239100649,100606.0525,-51.59120965,68.12353202,777957.7483
36.4,1.595124718,2.008754804,100667.7166,-48.96061143,68.72913738,770736.1041
36.23,2.344860681,2.282569317,100660.6687,-43.75849549,73.3943165,683167.1212
35.64,1.780062475,2.418296762,100681.2999,-39.46721155,76.0020906,635609.4412
